tmc,lottr_am_peak,lottr_midday,lottr_pm_peak,lottr_weekend
104-09918,1.5678,1.43411,1.5,1.37288
104+09918,1.56329,1.40541,1.41221,1.45669
104-09919,1.5,1.40625,1.5,1.56863
104+09919,1.79861,1.5,1.69492,1.71296
104-09920,1.53125,1.61765,1.75,1.67857
104+09920,1.2875,1.43056,1.44444,1.63636
104-09921,1.40187,1.58879,1.74766,1.7766
104+09921,1.62857,1.78125,1.84211,1.85185
104+09922,1.65979,1.61,1.74766,1.80723
104+09927,,,1.13253,
104-09929,1.34981,1.37459,1.38111,1.43007
104+09931,1.28745,1.31373,1.19679,1.18852
104-09954,1.36538,1.59615,1.59184,1.76923
104-09955,1.40476,1.54762,1.55263,1.46875
104+09955,1.44444,1.54054,1.54054,1.625
104-09956,1.33333,1.36691,1.27068,1.32258
104+09956,1.375,1.38235,1.5,1.39286
104-09957,1.16,1.16,1.16,1.25
104+09957,1.25424,1.29032,1.30894,1.25424
104-09958,1.17668,1.14789,1.16961,1.24908
104+09958,1.19608,1.22,1.26,1.3
104-09959,1.39726,1.3375,1.37419,1.39216
104+09959,1.17193,1.23158,1.2,1.21898
104-09960,1.16154,1.11731,1.12692,1.1683
104+09960,1.1,1.11168,1.12563,1.11795
104-09961,1.11264,1.08493,1.09341,1.10278
104+09961,1.11834,1.13333,1.14507,1.17365
104-09962,1.07812,1.07812,1.07812,1.07812
104+09962,1.08447,1.08587,1.09722,1.10278
104-09963,1.37021,1.24629,1.27514,1.35673
104+09963,1.07812,1.07812,1.07812,1.07812
104-09964,1.36996,1.32222,1.3456,1.43613
104+09964,1.28441,1.42371,1.44517,1.42712
104-09965,1.07092,1.06667,1.0742,1.07829
104+09965,1.27156,1.31573,1.41762,1.45559
104-09966,1.06849,1.06757,1.06757,1.06757
104+09966,1.07018,1.07986,1.08392,1.09825
104-09967,1.10044,1.09111,1.10675,1.122
104+09967,1.08333,1.05405,1.06849,1.06849
104-09968,1.29064,1.34728,1.34821,1.26882
104+09968,1.12258,1.13895,1.15957,1.19017
104-09969,1.16456,1.14952,1.1669,1.21489
104+09969,1.25654,1.33188,1.39048,1.29032
104-09970,1.5,1.48148,1.48148,1.44286
104+09970,1.18094,1.19338,1.27073,1.25101
104-09971,1.65495,1.86364,1.92034,1.88945
104+09971,1.3494,1.41667,1.45977,1.39474
104-09972,1.075,1.06098,1.07317,1.06098
104+09972,1.82654,2.22034,2.00665,2.14055
104-09973,1.0578,1.0578,1.0578,1.0578
104+09973,1.075,1.075,1.0625,1.075
104-09974,1.04532,1.04532,1.05488,1.06154
104+09974,1.05202,1.04624,1.04624,1.04624
104-09975,1.05797,1.0622,1.07177,1.0622
104+09975,1.04834,1.05136,1.05488,1.04878
104+09976,1.08213,1.07212,1.09662,1.07177
104-09977,1.10833,1.0935,1.11111,1.12971
104+09977,1.0367,1.0367,1.04717,1.04587
104-09978,1.19549,1.17266,1.21168,1.18605
104+09978,1.0898,1.10204,1.10504,1.10879
104-09979,1.22619,1.22449,1.26531,1.31325
104+09979,1.17986,1.19728,1.23288,1.20455
104-09980,1.29464,1.34557,1.36876,1.39002
104+09980,1.19737,1.22619,1.22619,1.25676
104-09981,1.31138,1.29661,1.37427,1.48397
104+09981,1.18501,1.25909,1.24362,1.27014
104+09982,1.28691,1.36364,1.39831,1.50975
104+09983,1.13333,1.10811,1.10811,1.10959
104-09994,1.72945,1.72462,1.6336,1.73345
104+09995,1.5634,1.64238,1.53259,1.47419
104-09996,1.19048,1.12121,1.21212,1.56522
104+09997,1.09375,1.07812,1.09836,1.09375
104-10013,1.14872,1.12563,1.10825,1.12308
104+10014,1.14573,1.15578,1.19,1.17241
104-10015,1.27861,1.22816,1.41232,1.47291
104+10016,1.23077,1.21635,1.22816,1.28365
104-10019,1.09836,1.09836,1.13115,1.09836
104-10020,1.06604,1.06604,1.06604,1.0566
104+10020,1.11475,1.13115,1.16667,1.14516
104-10021,1.16028,1.14286,1.15625,1.19366
104+10021,1.0566,1.0566,1.05769,1.0566
104-10022,1.11811,1.11211,1.09711,1.11286
104+10022,1.18118,1.17193,1.15468,1.19788
104-10023,1.10754,1.11339,1.11551,1.1236
104+10023,1.11414,1.12418,1.13582,1.14024
104-10024,1.08232,1.07903,1.07385,1.07834
104+10024,1.05882,1.05882,1.05882,1.05882
104-10025,1.15267,1.14925,1.1374,1.16667
104+10025,1.08075,1.08333,1.08937,1.09063
104-10026,1.19231,1.22222,1.18519,1.24
104+10026,1.12214,1.14179,1.1194,1.14062
104-10027,1.20225,1.19271,1.19459,1.17241
104+10027,1.32143,1.29032,1.32143,1.32143
104-10028,1.10256,1.1,1.13924,1.11688
104+10028,1.17816,1.18717,1.22346,1.21023
104-10029,1.05882,1.06178,1.05882,1.05882
104+10029,1.09756,1.08434,1.1,1.0875
104-10030,1.06056,1.05392,1.06383,1.06436
104+10030,1.05882,1.05837,1.07059,1.05882
104-10031,1.13402,1.1,1.13725,1.12632
104+10031,1.06436,1.05565,1.05776,1.06323
104-10032,1.18519,1.15205,1.17979,1.21813
104+10032,1.16495,1.10526,1.10309,1.15789
104-10033,1.04615,1.04615,1.05426,1.05426
104+10033,1.16465,1.16817,1.17584,1.1875
104-10034,1.13725,1.12621,1.10891,1.13131
104+10034,1.05426,1.05769,1.06202,1.06202
104-10035,1.2028,1.2053,1.21986,1.22794
104+10035,1.17308,1.15888,1.19231,1.16667
104-10036,1.23116,1.26201,1.25,1.29268
104+10036,1.25,1.27848,1.26623,1.26389
104-10037,1.19444,1.17419,1.26144,1.29861
104+10037,1.2069,1.26638,1.26432,1.34906
104-10038,1.125,1.13768,1.17391,1.18045
104+10038,1.15789,1.17483,1.1844,1.21053
104-10039,1.10619,1.10268,1.12946,1.12613
104+10039,1.10606,1.10949,1.13971,1.14394
104-10040,1.17188,1.15385,1.1791,1.14062
104+10040,1.11062,1.10088,1.13274,1.13063
104+10041,1.12308,1.13636,1.15385,1.12698
104-10044,1.2,1.31034,1.83333,1.13115
104+10045,2.09524,2.58571,1.8806,1.62687
104-10050,1.49433,1.60998,1.59139,1.60732
104+10051,1.48268,1.4901,1.41909,1.48878
104-10052,1.23077,1.18519,1.23077,1.23077
104-10053,1.35583,1.37427,1.37805,1.45963
104+10053,1.17391,1.13043,1.16667,1.17391
104-10054,1.33929,1.32258,1.33898,1.40426
104+10054,1.31313,1.35814,1.4,1.44444
104+10055,1.27083,1.25926,1.34,1.33333
104-10056,1.33028,1.328,1.44,1.47967
104-10057,1.24627,1.32432,1.3169,1.33077
104+10057,1.35484,1.44156,1.55263,1.74324
104-10058,1.22467,1.22581,1.26016,1.25561
104+10058,1.512,1.36957,1.25954,1.28333
104+10059,1.21371,1.23273,1.28782,1.29289
104-10060,1.09485,1.22835,1.16535,1.11924
104+10061,1.32468,1.313,1.14407,1.19685
104-10070,1.19091,1.17431,1.18519,1.26415
104-10071,1.21311,1.20635,1.21311,1.22414
104+10071,1.13761,1.16514,1.15741,1.18447
104-10072,1.20225,1.23711,1.29032,1.275
104+10072,1.20635,1.21212,1.25,1.20339
104+10073,1.30928,1.31818,1.38776,1.37805
104-10087,,,1,
104+10088,,,1,
104-10109,,,1,
104-10125,1.67965,1.22581,1.24742,1.5495
104+10126,1.19126,1.36126,1.21649,1.34211
104-10131,1.27706,1.36162,1.39163,1.55652
104-10132,1.57647,1.53073,1.57527,1.75163
104+10132,1.20168,1.25194,1.48561,1.33484
104-10133,1.28492,1.28022,1.32418,1.31613
104+10133,1.53086,1.53714,1.6878,1.65333
104-10134,1.69655,1.77273,1.72028,1.6281
104+10134,1.24516,1.36471,1.5614,1.26389
104+10135,1.49153,1.49635,1.35772,1.375
104-10154,1.21053,1.23256,1.21429,1.34146
104-10155,1.22222,1.33333,1.25352,1.76623
104+10155,1.175,1.2766,1.2619,1.6
104-10156,1.43925,1.55263,1.48029,1.51046
104+10156,1.25,1.50588,1.49333,1.88764
104+10157,1.43229,1.44595,1.46729,1.33495
104-10169,1.22727,1.29514,1.30175,1.38433
104-10170,1.26799,1.37615,1.47629,1.49487
104+10170,1.28205,1.31773,1.29682,1.48014
104-10171,1.22466,1.23754,1.29968,1.39269
104+10171,1.32065,1.32759,1.5,1.5236
104+10172,1.19383,1.22542,1.2947,1.32193
104-10175,1.15238,1.1619,1.15094,1.18447
104+10176,1.16667,1.16667,1.1619,1.1619
104-10179,1.26263,1.32039,1.32353,1.42105
104-10180,1.18713,1.21264,1.22905,1.20497
104+10180,1.27174,1.28421,1.34737,1.36047
104-10181,1.35659,1.48148,1.53988,1.61806
104+10181,1.22754,1.27168,1.2905,1.26923
104-10182,1.33526,1.3027,1.38919,1.375
104+10182,1.375,1.46711,1.56051,1.51111
104-10183,1.23039,1.26316,1.33333,1.30102
104+10183,1.35196,1.32984,1.36216,1.375
104-10184,1.12,1.12397,1.15323,1.12712
104+10184,1.22388,1.21782,1.24272,1.23196
104-10185,1.14286,1.14563,1.19417,1.15306
104+10185,1.1405,1.12397,1.14754,1.12069
104-10186,1.3007,1.36424,1.49032,1.43056
104+10186,1.1619,1.14286,1.17593,1.16162
104+10187,1.36552,1.32903,1.4,1.4
104+10190,1.06316,1.07368,1.06522,1.08696
104-10199,1.24219,1.28788,1.41791,1.30275
104+10199,1.2337,1.18717,1.26238,1.38462
104-10200,1.55782,1.31159,1.41045,1.325
104+10200,1.2314,1.224,1.35075,1.26667
104+10201,1.2619,1.29545,1.51333,1.25641
104-10208,1.11688,1.11613,1.11111,1.13333
104+10209,1.13376,1.14907,1.18868,1.16667
104-10213,1.61905,1.59091,1.61905,1.36842
104-10214,1.4,1.43939,1.60606,1.48936
104+10214,1.75,1.75,1.7619,1.65
104+10215,1.22727,1.25926,1.27451,1.30233
104-10251,1.53465,1.4902,1.47619,1.41053
104-10252,1.31579,1.27551,1.33654,1.32584
104+10252,1.44118,1.37624,1.44118,1.38202
104-10253,1.53299,1.49083,1.55785,1.58081
104+10253,1.3125,1.24731,1.27957,1.26829
104+10254,1.28977,1.32778,1.35556,1.30539
104+10258,1.74648,1.57746,1.57746,1.53623
104+10262,1.4507,1.4507,1.48684,1.56061
104-10264,1.3662,1.32515,1.40909,1.38686
104-10265,1.45513,1.36196,1.40994,1.53247
104+10265,1.29054,1.30818,1.59218,1.40141
104-10266,1.19392,1.22388,1.27652,1.25692
104+10266,1.45294,1.43452,1.55435,1.58861
104-10267,1.23404,1.20833,1.28723,1.25
104+10267,1.20769,1.17442,1.15789,1.23171
104-10268,1.25,1.23377,1.29333,1.25714
104+10268,1.20225,1.17582,1.20225,1.22353
104-10269,1.54795,1.37662,1.37662,1.41429
104+10269,1.30667,1.32468,1.36,1.30556
104+10270,1.38235,1.41333,1.43243,1.45205
104-10272,1.59259,1.7037,1.67742,1.65517
104-10273,1.5,1.46512,1.5,1.5
104+10273,1.06569,1.08029,1.61268,1.08148
104-10280,1.01695,1.0339,1.0339,1.0339
104+10280,1.02985,1.02941,1.02941,1.04478
104-10281,1.03571,1.02353,1.02353,1.03571
104+10281,1.04688,1.04688,1.04615,1.04688
104-10282,1.05882,1.04348,1.04412,1.05882
104+10283,1.04286,1.05714,1.04286,1.05797
104-10284,1.04286,1.04286,1.04348,1.04348
104+10284,1.02488,1.02488,1.02488,1.0402
104-10285,1.03093,1.03093,1.03093,1.03627
104+10285,1.02614,1.02614,1.02922,1.03922
104-10286,1.02649,1.0231,1.02623,1.033
104+10286,1.02281,1.02281,1.02652,1.03802
104-10289,1.27941,1.30556,1.31507,1.35211
104+10290,1.18182,1.18182,1.18182,1.16923
104-10294,1.18571,1.20946,1.22297,1.23944
104+10294,1.18261,1.21429,1.22222,1.2459
104-10295,1.72727,1.77551,2.02778,2.175
104-10296,1.48921,1.41045,1.45833,1.40741
104+10296,1.5,1.75,1.5,1.25
104-10297,1.43396,1.34783,1.36478,1.4812
104+10297,1.56391,1.53571,1.59589,1.63248
104-10298,1.39007,1.35075,1.36842,1.39669
104+10298,1.43624,1.34395,1.43396,1.35714
104-10299,1.35714,1.25926,1.2963,1.37374
104+10299,1.33071,1.38583,1.29921,1.33898
104-10300,1.36842,1.31183,1.31183,1.3494
104+10300,1.27869,1.29412,1.28571,1.25926
104-10301,1.33036,1.34545,1.40566,1.38144
104+10301,1.48454,1.42574,1.38384,1.4186
104-10302,1.27273,1.27273,1.27273,1.37931
104+10302,1.27273,1.27273,1.26667,1.29897
104-10303,1.43182,1.40476,1.40476,1.40541
104+10303,1.32353,1.32353,1.32353,1.4
104-10304,1.48305,1.41441,1.47788,1.41905
104+10304,1.36957,1.35556,1.36957,1.45
104+10305,1.37755,1.37755,1.47525,1.51064
104-10306,1.625,1.6,1.57143,1.35714
104-10311,1.46154,1.43396,1.36066,1.49057
104-10312,1.64789,1.5493,1.5493,1.53846
104+10312,1.5,1.41558,1.47297,1.32857
104+10313,1.65152,1.45968,1.45968,1.50909
104-10317,1.56897,1.46667,1.52381,1.60784
104-10318,1.35088,1.30508,1.35088,1.3
104-10319,1.31579,1.28571,1.23457,1.30986
104+10319,1.49123,1.49123,1.60377,1.51064
104-10320,,,1,
104+10320,1.45679,1.42105,1.33333,1.38272
104-10321,,,5.25197,
104+10321,,,1.79508,
104-10322,,,2.10938,
104+10322,,,1.25,
104-10323,,,1.26207,
104+10323,,,1.43617,
104-10324,,,2.17308,
104-10325,1.38462,1.32353,1.42857,1.37736
104+10325,1.73846,1.48529,1.66176,1.74648
104-10326,1.33333,1.2862,1.4083,1.384
104+10326,1.30769,1.38028,1.42029,1.39286
104-10327,1.29091,1.31034,1.30909,1.33962
104+10327,1.37453,1.34084,1.40062,1.45736
104-10328,1.25,1.3388,1.32961,1.3697
104+10328,1.34,1.38182,1.40741,1.3617
104+10329,1.35294,1.47059,1.46231,1.54023
104-10334,,,1,
104+10338,,,1.6875,
104-10339,,,1,
104+10339,,,1.48148,
104-10340,,,1,
104+10340,,,1,
104-10342,1.96947,2.38806,2.80769,5.39241
104-10346,1.26357,1.1958,1.248,1.19444
104-10347,1.23529,1.19118,1.19697,1.2381
104+10347,1.36691,1.31646,1.21212,1.21667
104-10348,1.51542,1.21586,1.25455,1.27638
104+10348,1.24324,1.29762,2.08571,1.35211
104+10349,1.21134,1.26872,1.28194,1.29442
104+10356,1.82667,2.0122,1.82667,2
104+10359,1.40909,1.40625,1.55128,1.35593
104-10364,1.63402,1.51613,1.49462,1.50303
104+10365,1.52201,1.42424,1.4269,1.44805
104+10375,1.5,1.25,1.5,1.25
104+10376,1.3913,1.36,1.44,1.52381
104+10377,1.48571,1.51429,1.52941,1.57143
104-10378,1.61628,1.70968,1.7375,1.55
104+10378,1.43902,1.69231,1.55263,1.48387
104-10379,1.66667,1.64167,1.66667,1.55102
104+10379,1.49398,1.56757,1.6087,1.49153
104+10380,1.43519,1.43519,1.43519,1.35106
104-10386,1.6129,1.69231,2.10345,1.625
104+10387,1.66972,2.33333,1.49451,1.49451
104-10389,1.55357,1.46429,1.4717,1.38776
104-10390,1.46774,1.4697,1.5,1.46774
104+10390,1.29412,1.32,1.27083,1.25532
104-10391,1.61111,1.52632,1.73913,1.70588
104+10391,1.56579,1.53571,1.63291,1.5
104+10392,1.38095,1.3913,1.3913,1.61111
104-10393,1.4918,1.47368,1.55385,1.58333
104-10394,1.38889,1.42308,1.47475,1.40789
104+10394,1.4918,1.37143,1.57971,1.4902
104+10395,1.42424,1.41346,1.36893,1.39241
104-10399,1.58108,1.51351,1.5,1.43443
104+10400,1.37838,1.42857,1.50376,1.44444
104-10404,1.42105,1.47368,1.54054,1.42105
104-10405,1.42857,1.55,1.65,1.65
104-10406,1.29032,1.35,1.43333,1.40385
104+10406,1.36842,1.4,1.55,1.33333
104-10407,1.31373,1.3,1.43939,1.40171
104+10407,1.34848,1.32836,1.58904,1.49091
104-10408,1.31481,1.35577,1.35417,1.41026
104+10408,1.3252,1.30233,1.46715,1.38136
104-10409,1.24138,1.24138,1.27586,1.18519
104+10409,1.40741,1.425,1.37662,1.35526
104+10410,1.12903,1.13333,1.10345,1.14286
104-10432,1.15789,1.15044,1.15789,1.16364
104+10433,1.2437,1.31452,1.25191,1.34188
104-10441,1.28889,1.28409,1.35484,1.38095
104+10442,1.16667,1.19048,1.16667,1.15
104-10469,,,1,
104+10470,,,1,
104-10490,2.06429,1.68462,1.76119,1.68421
104+10491,1.5339,1.37288,1.36134,1.37736
104-10502,1.64062,1.64062,1.72131,1.84615
104+10503,1.65455,1.69231,1.57692,1.63636
104-10535,1.63636,1.68,1.72,1.78947
104-10560,1.25191,1.26812,1.36735,1.34646
104-10561,1.25,1.5,1.5,1.25
104+10561,1.19008,1.176,1.22581,1.17391
104+10562,1.25,1.25,1.5,1.25
104-10579,1.30952,1.34146,1.36585,1.25641
104-10580,1.54082,1.59184,1.59184,1.8
104+10580,1.38776,1.45455,1.41509,1.47826
104-10581,1.27451,1.28302,1.26471,1.2809
104+10581,1.5,1.53488,1.5679,1.46269
104+10582,1.35577,1.38261,1.64754,1.42857
104-10597,1.52713,1.41463,1.66452,1.6
104+10598,1.5188,1.50365,1.6,1.63793
104-10611,1.40179,1.5,1.46729,1.38298
104+10612,1.5,1.4359,1.48673,1.46729
104-10658,1.31852,1.28788,1.35252,1.296
104+10659,1.20325,1.22047,1.20325,1.21849
104-10668,,,1,
104-10676,1.25926,1.33133,1.28916,1.35185
104+10677,1.2284,1.23418,1.22727,1.22727
104-10681,1.13187,1.13333,1.12791,1.11905
104-10682,1.14639,1.34861,1.13098,1.12284
104+10682,1.08602,1.07692,1.09412,1.10714
104+10683,1.28373,1.4326,1.15876,1.13376
104-10699,1.5,1.5,1.56338,1.49231
104-10700,1.66667,1.30952,1.52778,1.44444
104+10700,1.40244,1.46341,1.5,1.46479
104-10701,1.5,1.36842,1.36842,1.38889
104+10701,1.28571,1.36957,1.38095,1.38095
104-10702,1.26613,1.208,1.28448,1.25926
104+10702,1.43478,1.52174,1.5,1.5
104-10703,1.35714,1.35714,1.33333,1.35714
104+10703,1.21368,1.20161,1.25664,1.25962
104-10704,1.24528,1.23636,1.26415,1.2549
104+10704,1.28571,1.26667,1.42857,1.46154
104-10705,1.18333,1.19355,1.23333,1.21667
104+10705,1.24528,1.2,1.29412,1.22
104-10706,1.13208,1.26415,1.21569,1.16667
104+10706,1.30645,1.19355,1.22414,1.23214
104-10707,1.15385,1.23077,1.22449,1.26531
104+10707,1.30645,1.20968,1.25455,1.16364
104+10708,1.36508,1.40984,1.47273,1.31481
104-10709,2,1.44954,1.45333,1.89333
104+10710,1.9902,1.5,1.37975,1.29762
104-10711,1.43299,1.35052,1.4086,1.31461
104-10712,1.28571,1.26667,1.42857,1.46154
104+10712,1.35052,1.29703,1.35052,1.24719
104-10713,,,1,
104+10713,1.35714,1.35714,1.33333,1.35714
104-10714,,,1,
104+10714,,,1,
104-10715,1.43478,1.45455,1.5,1.3913
104+10715,1.4,1.5,1.625,1.50667
104-10716,1.875,1.73684,1.85,1.76471
104+10716,2.17241,2.08108,1.97436,1.79487
104-10717,1.60366,1.74074,1.92308,1.94304
104+10717,1.88889,1.7619,1.90909,2
104-10718,1.10588,1.14607,1.13793,1.16867
104+10718,1.58503,1.48993,1.7027,1.43382
104+10719,1.27273,1.28261,1.1954,1.24096
104-10720,1.47297,1.47222,1.46667,1.5
104+10721,1.53226,1.35484,1.4127,1.48333
104-10722,1.50296,1.3787,1.38356,1.45714
104-10723,1.83333,1.78571,1.7931,1.76
104+10723,1.27215,1.3681,1.48667,1.39583
104-10724,1.43373,1.52542,1.98421,2.08696
104+10724,1.86667,1.90909,1.89189,2.12121
104+10725,1.2449,1.26667,1.39456,1.36691
104-10727,1.56757,1.56757,2.84375,2
104+10727,1.98947,1.88764,1.44211,1.35644
104-10729,,,1,
104+10729,,,1,
104+10730,1.71591,1.70755,2.01,1.50667
104-10732,1.53623,1.78082,1.43299,1.72165
104+10733,3.24444,1.71053,1.78082,1.75904
104+10736,1.67033,2.19277,2.4918,1.22807
104-10738,,,1,
104-10741,1.5625,1.31,1.24,1.28571
104-10742,1.43299,1.35052,1.4086,1.29213
104+10742,1.45833,1.29167,1.21875,1.40909
104+10743,1.49485,1.36634,1.39175,1.38202
104-10745,,,1,
104-10746,,,1,
104-10747,,,1.47196,
104+10747,,,1,
104-10752,1.29592,1.32653,1.47059,1.34444
104-10753,1.17857,1.2,1.24528,1.31915
104+10753,1.28,1.28571,1.37805,1.35135
104-10754,1.16667,1.21429,1.25926,1.2
104+10754,1.21311,1.2459,1.22581,1.32692
104-10755,1.264,1.33071,1.32061,1.34483
104+10755,1.26667,1.25806,1.25806,1.38462
104-10756,1.38406,1.31673,1.32028,1.44444
104+10756,1.32787,1.33077,1.33088,1.41379
104+10757,1.26275,1.26415,1.28889,1.30508
104-10761,1.54321,1.57471,1.65979,1.61972
104+10762,1.46667,1.40278,1.47887,1.33871
104-10763,1.35714,1.25893,1.28151,1.22051
104-10764,1.41667,1.34783,1.9726,1.37209
104+10764,1.43277,1.2684,1.29339,1.25
104-10765,1.26744,1.28571,1.56818,1.31746
104+10765,1.41304,1.35556,1.35417,1.35
104-10766,1.34437,1.19259,1.2518,1.18333
104+10766,1.27632,1.26316,1.40698,1.28125
104-10767,1.25874,1.18939,1.23529,1.1746
104+10767,1.26471,1.18382,1.3642,1.19167
104+10768,1.22556,1.23741,1.56863,1.26357
104-10769,1.75,1.74194,2.22619,1.90909
104-10770,1.48624,1.23529,1.29808,1.2
104+10771,1.24,1.18182,1.14,1.125
104-10781,1.26667,1.28244,1.24231,1.29583
104-10782,1.42157,1.49565,1.54955,1.55455
104+10782,1.33852,1.36162,1.3384,1.41129
104-10783,1.39796,1.35644,1.42718,1.46512
104+10783,1.60748,1.65891,1.69697,1.69841
104+10805,,,1,
104-10809,1.59608,1.52434,1.6049,1.70463
104-10810,1.66667,1.82857,1.65,1.84848
104+10810,1.59075,1.70463,1.64605,1.86598
104+10811,1.66667,1.6,1.57143,1.66667
104-10819,1.36364,1.36364,1.40909,1.38889
104-10820,1.31325,1.33735,1.3587,1.32877
104+10820,1.47826,1.36,1.68,1.40909
104-10821,1.2625,1.25161,1.29114,1.20149
104+10821,1.39759,1.31395,1.39759,1.41096
104-10822,1.33962,1.36842,1.4269,1.40373
104+10822,1.29936,1.25949,1.30769,1.28358
104-10823,1.50394,1.53247,1.58571,1.50394
104+10823,1.41935,1.41667,1.41935,1.37419
104-10824,1.84286,1.76879,2.00546,2.11688
104+10824,1.40157,1.43609,1.44697,1.5045
104+10825,1.35156,1.42857,1.53741,1.42969
104-10826,1.21918,1.25551,1.32889,1.26941
104-10833,1.1,1.10204,1.10309,1.09375
104-10834,1.23226,1.15232,1.17881,1.13475
104+10834,1.14433,1.12245,1.13,1.10753
104+10835,1.11921,1.14189,1.15232,1.12857
104-10839,1.27,1.3125,1.32759,1.37113
104-10840,1.47059,1.51515,1.61765,1.39394
104+10840,1.32075,1.34426,1.36066,1.35345
104-10843,1.22131,1.21138,1.2437,1.2
104-10844,1.17391,1.17778,1.18605,1.17073
104+10844,1.28873,1.28169,1.31818,1.25781
104-10845,1.21053,1.18966,1.23148,1.28
104+10845,1.23529,1.20588,1.18182,1.23333
104+10846,1.32432,1.28829,1.50435,1.27473
104-10848,1.43624,1.44595,1.52027,1.64615
104+10849,1.38816,1.36054,1.36242,1.46377
104-10866,1.43038,1.43038,1.43038,1.47222
104+10867,1.65,1.5,1.46591,1.52703
104-10873,1.51485,1.51064,1.65957,1.57692
104-10874,1.30508,1.31481,1.33333,1.33333
104+10874,1.35294,1.33735,1.36471,1.41892
104+10875,1.22807,1.22807,1.29508,1.26
104-10878,1.36842,1.27434,1.30476,1.26042
104-10879,1.29167,1.34459,1.31544,1.36765
104+10879,1.40909,1.3985,1.49206,1.3211
104-10880,1.34231,1.35769,1.4,1.50413
104+10881,1.32308,1.3035,1.33086,1.29487
104-10888,1.3,1.32203,1.37288,1.34043
104+10889,1.23077,1.28333,1.28788,1.33962
104-10896,1.53125,1.59524,1.65909,1.75
104-10897,1.31667,1.35484,1.53226,1.30275
104+10897,1.54839,1.61765,1.52778,1.56667
104-10898,1.26797,1.26797,1.30263,1.33835
104+10898,1.29524,1.28571,1.26168,1.26531
104-10899,1.3388,1.3883,1.42453,1.40805
104+10899,1.41772,1.58659,1.82051,1.63816
104-10900,1.15607,1.18919,1.26064,1.23121
104+10900,1.21637,1.30811,1.28421,1.32121
104-10901,1.2,1.21569,1.23,1.20619
104+10901,1.18644,1.18617,1.23618,1.21469
104+10902,1.30275,1.33636,1.33636,1.28972
104-10903,1.26119,1.22308,1.3037,1.24779
104-10904,1.325,1.27273,1.49112,1.29412
104+10904,1.31507,1.25874,1.34211,1.35338
104-10905,1.31897,1.31624,1.36207,1.3271
104+10905,1.24832,1.20423,1.23973,1.22388
104+10906,1.24561,1.22936,1.25,1.23469
104-10914,1.4,1.35795,1.5,1.41139
104-10915,1.28916,1.29545,1.36047,1.31646
104+10915,1.5,1.485,1.54286,1.52222
104-10916,1.21393,1.23333,1.29091,1.25389
104+10916,1.31915,1.30612,1.43269,1.36047
104-10917,1.32593,1.31293,1.55618,1.328
104+10917,1.31304,1.26271,1.34298,1.30952
104+10918,1.3913,1.35878,1.38636,1.36975
104+10927,1.12857,1.13333,1.24242,1.28125
104-10928,1.24781,1.31214,1.27381,1.28664
104+10929,1.33623,1.33623,1.33623,1.31988
104-10930,,,1,
104-10931,,,1,
104+10931,,,1,
104+10934,,,1,
104+10935,,,1,
104-10944,1.35714,1.30682,1.48936,1.3662
104+10945,1.4375,1.4375,1.33766,1.33333
104-10947,1.44898,1.5,1.5,1.67391
104-10948,1.33571,1.35664,1.46853,1.35593
104+10948,1.50769,1.60938,1.77551,1.67442
104-10949,1.30131,1.35065,1.38938,1.455
104+10949,1.33858,1.4031,1.42308,1.43243
104+10950,1.375,1.36,1.36224,1.38636
104-10951,1.225,1.21795,1.28947,1.26984
104-10952,1.31325,1.30539,1.34177,1.24648
104+10952,1.22892,1.21429,1.22989,1.26087
104+10953,1.35928,1.29341,1.2963,1.30345
104-10955,1.33333,1.29167,1.30435,1.17391
104+10956,1.28571,1.22727,1.22727,1.19048
104-10957,1.43243,1.56842,1.56977,1.61333
104+10958,1.42391,1.38235,1.42391,1.4375
104+10961,,,1,
104-10962,,,1,
104+10962,,,1,
104+10963,,,1,
104-10966,,,1,
104+10966,,,1,
104-10967,,,1,
104+10967,,,1,
104-10970,1.27869,1.24194,1.2623,1.24138
104-10971,,,1,
104+10971,,,1,
104-10972,,,1,
104-10977,1.43434,1.43119,1.67188,1.56044
104+10977,1.34314,1.50476,1.49515,1.59302
